Gene	s1_p16_neg_PBS	s2_p16_neg_PBS	s3_p16_neg_PBS	s4_p16_neg_PBS	s1_p16_pos_PBS	s2_p16_pos_PBS	s3_p16_pos_PBS	s4_p16_pos_PBS	s1_p16_neg_LPS	s2_p16_neg_LPS	s3_p16_neg_LPS	s4_p16_neg_LPS	s1_p16_pos_LPS	s2_p16_pos_LPS	s3_p16_pos_LPS	s4_p16_pos_LPS
Dram2	0	0	0	6	1	1	1	5	1	7	0	10	3	2	2	14
Drap1	8	31	54	99	4	45	64	191	39	80	80	124	70	131	42	312
Draxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drc1	2	1	0	1	1	1	1	3	1	0	0	0	4	32	0	5
Drc3	3	2	0	1	4	0	1	0	1	0	0	0	2	11	0	5
Drc7	0	0	2	0	0	0	0	2	2	0	0	0	1	9	0	3
Drd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Drd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dreh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drg1	1	1	1	1	2	1	1	0	1	1	1	1	2	0	0	0
Drg2	2	9	7	30	2	3	30	33	13	10	20	34	9	25	12	81
Drosha	1	3	0	9	2	10	8	17	2	5	6	8	7	14	1	35
Drp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dscam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dscaml1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Dscc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dse	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
Dsel	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
Dsg1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsg1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsg1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsg2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Dsg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsn1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dsp	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0
Dspp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dst	1	7	8	10	1	6	15	27	5	7	5	43	3	6	6	92
Dstn	0	0	0	2	0	0	1	5	1	0	2	2	1	0	1	8
Dstyk	0	0	0	0	1	0	2	5	1	1	1	3	0	2	1	11
Dtd1	0	0	2	2	0	1	1	3	1	0	0	1	4	1	0	14
Dtd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Dthd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtl	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Dtna	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2
Dtnb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dtnbp1	0	6	9	18	0	4	16	38	6	16	4	65	14	8	6	221
Dtwd1	0	0	0	2	2	1	0	0	0	0	1	0	0	1	0	7
Dtwd2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dtx1	0	2	0	3	1	7	3	20	2	2	0	2	1	30	4	11
Dtx2	0	2	8	9	2	6	13	22	5	4	3	25	8	25	11	53
Dtx3	0	2	5	12	1	2	6	35	7	3	5	63	11	12	3	204
Dtx3l	0	0	0	1	0	0	1	0	0	1	0	5	0	0	0	9
Dtx4	1	3	9	10	0	1	4	17	6	19	8	33	27	12	6	125
Dtymk	0	5	5	2	0	4	2	14	2	0	1	9	2	11	2	23
Dubr	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Duox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duoxa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duoxa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dupd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus1l	0	1	3	9	2	4	8	19	3	3	3	11	2	8	2	57
Dus2	0	2	1	10	1	1	4	11	1	1	0	12	3	2	2	24
Dus3l	0	0	2	3	1	1	4	14	1	1	1	17	3	4	0	31
Dus4l	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Dusp1	3	7	11	5	7	7	14	53	5	5	12	54	17	15	11	151
Dusp10	0	0	0	0	0	0	0	3	0	0	0	5	0	3	0	11
Dusp11	0	0	0	0	1	0	3	13	0	0	1	5	1	1	1	9
Dusp12	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	2
Dusp13	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	11
Dusp14	0	0	1	1	1	0	0	3	2	1	0	1	3	32	2	1
Dusp15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp16	0	0	0	0	3	0	0	8	2	4	0	2	2	7	1	15
Dusp18	1	1	2	3	0	1	0	8	1	0	1	5	5	17	1	14
Dusp19	0	0	2	1	0	0	3	4	1	5	3	5	4	9	2	23
Dusp2	0	6	4	14	2	10	2	63	1	4	4	5	16	19	5	40
Dusp21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp22	0	1	2	6	0	1	3	11	2	1	6	5	1	6	4	17
Dusp23	0	2	0	3	0	3	9	16	2	4	1	20	3	2	1	52
Dusp26	0	0	0	1	0	1	1	1	0	0	1	0	0	5	0	0
Dusp27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp28	0	0	1	2	1	1	4	5	0	0	0	5	1	3	1	13
Dusp3	0	10	25	60	1	30	46	102	11	33	34	104	27	40	23	292
Dusp4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dusp5	0	0	0	2	0	1	1	3	0	0	2	5	1	1	0	5
Dusp6	1	1	1	0	2	0	3	1	4	0	6	1	1	0	0	5
Dusp7	0	4	4	5	0	2	1	19	3	1	3	17	2	4	3	16
Dusp8	0	3	0	2	0	8	6	15	3	0	0	0	0	5	5	1
Dusp9	0	0	0	2	0	0	1	1	0	0	0	1	0	1	0	0
Dut	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
Dux	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duxbl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duxbl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duxbl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl1	2	3	1	17	0	5	6	19	2	1	4	7	6	11	4	37
Dvl2	0	2	3	15	0	4	6	19	3	3	13	15	10	6	15	46
Dvl3	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	3
Dxo	0	0	4	15	0	4	8	17	2	7	6	13	8	8	2	53
Dydc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dydc2	1	0	0	0	2	0	0	1	0	0	0	0	0	7	0	4
Dym	0	1	5	9	0	6	7	17	4	9	8	15	4	14	2	43
Dynap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1h1	22	117	164	342	21	169	257	456	202	248	468	360	406	352	185	936
Dync1i1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1i2	1	0	2	6	1	0	7	13	5	1	4	13	4	6	1	34
Dync1li1	0	2	0	1	0	0	0	0	0	0	1	0	1	1	0	3
Dync1li2	0	4	4	9	1	5	12	29	1	10	11	10	17	8	4	47
Dync2h1	2	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1
Dync2li1	1	2	0	0	0	1	2	2	0	0	0	2	0	3	0	4
Dynll1	0	0	0	1	0	1	0	1	3	2	4	1	1	4	1	0
Dynll2	1	1	1	5	7	26	9	56	5	5	2	38	19	66	8	113
Dynlrb1	0	7	13	47	1	8	19	69	6	23	17	78	23	39	12	261
Dynlrb2	4	1	0	4	5	0	0	3	5	1	0	0	2	19	0	8
Dynlt1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1f	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Dynlt3	2	4	1	0	0	3	2	1	2	2	2	3	1	1	1	2
Dyrk1a	0	0	1	5	0	2	7	11	0	2	0	8	2	3	1	21
Dyrk1b	1	4	4	4	0	16	20	43	16	5	22	31	18	54	18	72
Dyrk2	0	1	1	1	1	0	2	4	2	2	1	2	1	5	2	19
Dyrk3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
Dyrk4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Dysf	1	1	5	4	0	1	8	16	0	0	1	6	0	2	1	11
Dytn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dzank1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dzip1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
Dzip1l	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
Dzip3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
E030003E18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030011O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030013I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030018B13Rik	0	0	2	0	0	0	0	0	3	2	0	2	2	2	0	9
E030024N20Rik	0	0	2	4	0	0	6	7	0	0	0	9	7	5	4	18
E030025P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030030I06Rik	0	1	2	2	0	1	4	5	2	2	0	1	1	1	1	8
E030044B06Rik	0	0	0	0	1	0	1	1	0	1	0	0	1	5	0	0
E130006D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130008D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130018N17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130018O15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130101E03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130102H24Rik	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	3
E130112N10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130114P18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
E130119H09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130201H02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130215H24Rik	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
E130218I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130304I02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130307A14Rik	0	1	1	3	0	0	0	8	1	2	0	2	2	1	0	10
E130308A19Rik	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
E130309D02Rik	1	4	13	15	3	8	14	41	8	7	15	25	14	21	7	54
E130310I04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130311K13Rik	1	0	0	0	0	1	0	7	0	1	0	3	1	1	1	3
E130317F20Rik	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
E230013L22Rik	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	1
E230016K23Rik	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4
E230016M11Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
E230025N22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
E230029C05Rik	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	3
E230032D23Rik	0	0	0	3	0	0	4	1	0	1	3	1	1	1	1	15
E2f1	9	21	63	56	2	22	82	110	53	26	44	75	63	40	39	232
E2f2	0	2	6	12	5	4	11	43	3	4	5	19	17	19	5	38
E2f3	0	1	0	2	1	0	1	5	0	2	0	4	0	3	3	17
E2f4	0	1	3	11	1	2	8	32	3	4	3	26	3	16	3	77
E2f5	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
E2f6	0	0	2	2	0	0	0	1	0	1	1	1	0	0	1	3
E2f7	0	1	0	0	0	0	0	3	0	1	1	3	0	1	0	2
E2f8	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1
E330011O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330012B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330013P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330014E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330016L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330017L17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330020D12Rik	0	1	0	0	0	0	1	1	0	1	0	2	0	0	0	1
E330021D16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330023G01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330033B04Rik	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2
E330034G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E430016F16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E430018J23Rik	0	0	0	4	0	1	1	1	0	1	0	4	1	0	0	6
E4f1	6	6	9	24	2	9	20	48	9	18	27	19	28	52	19	79
E530001F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E530011L22Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU599041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eaf1	1	0	1	0	0	0	0	1	0	0	1	0	2	0	2	2
Eaf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eapp	0	0	4	3	0	2	1	4	1	0	0	3	4	4	2	14
Ear1	0	6	15	7	1	0	7	10	8	3	11	38	4	11	17	63
Ear10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear2	1	4	1	4	0	1	2	2	1	4	6	12	4	4	7	51
Ear3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
Ear7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ears2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ebag9	0	0	0	1	0	1	0	5	0	0	0	0	0	1	1	3
Ebf1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2
Ebf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Ebi3	0	1	0	1	0	0	3	6	0	6	2	17	8	10	2	86
Ebna1bp2	0	0	1	1	0	0	1	1	0	1	1	2	1	1	0	4
Ebp	7	7	12	65	0	15	28	58	21	50	25	47	50	107	10	208
Ebpl	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2
Ecd	1	7	3	14	0	7	7	12	3	15	4	22	13	27	1	63
Ece1	4	14	7	30	3	59	71	240	5	12	9	15	19	120	23	66
Ece2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecel1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Ech1	4	15	49	154	3	22	49	104	21	49	51	98	39	58	25	331
Echdc1	0	0	1	0	1	0	0	0	1	0	1	1	3	2	0	0
Echdc2	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0
Echdc3	0	1	0	1	0	0	1	4	1	0	0	0	0	3	0	6
Echs1	3	4	4	6	2	1	3	15	4	1	5	43	5	14	6	111
Eci1	0	1	0	5	0	2	1	2	2	5	1	7	3	9	0	11
Eci2	1	0	1	19	0	5	3	14	4	4	0	17	3	5	2	55
Eci3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	4
Ecm1	2	17	18	27	1	26	48	70	8	38	10	56	8	36	24	236
Ecm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecpas	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ecrg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecscr	0	0	0	3	0	4	7	15	0	0	1	1	0	3	3	2
Ecsit	0	3	8	14	0	4	11	30	4	7	3	15	4	11	4	29
Ect2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Ect2l	3	2	0	2	2	7	3	3	0	2	0	0	9	41	1	7
Eda	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Eda2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Edar	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Edaradd	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Edc3	0	1	0	1	0	1	1	4	2	0	0	5	0	4	1	7
Edc4	1	16	31	48	1	15	50	95	26	28	35	70	56	54	24	165
Eddm3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem1	0	1	5	7	0	2	4	13	1	2	2	20	3	1	6	50
Edem2	1	3	10	22	2	5	31	48	9	29	28	75	14	49	22	199
Edem3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Edf1	0	16	28	51	0	32	45	88	25	45	17	84	24	52	26	204
Edil3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edn1	0	0	0	1	2	1	3	6	1	1	1	1	4	3	0	2
Edn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edn3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
Ednra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ednrb	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
Edrf1	0	0	0	0	0	1	2	5	0	0	0	2	1	2	0	3
Eea1	0	3	0	2	0	1	2	1	1	0	0	5	1	0	2	8
Eed	0	0	1	0	0	1	0	1	1	0	0	2	1	1	0	2
Eef1a1	3	6	13	6	3	8	38	104	10	10	22	128	27	61	19	746
Eef1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt1	0	0	0	0	0	1	0	2	0	1	0	3	0	0	0	2
Eef1akmt2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Eef1akmt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt4	0	0	1	0	0	3	1	7	0	0	1	3	0	2	3	19
Eef1akmt4-ece2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1aknmt	0	0	1	4	1	3	2	3	0	1	2	3	1	4	0	16
Eef1b2	3	11	36	42	3	32	36	198	20	32	24	190	58	102	34	843
Eef1d	6	19	44	76	3	35	61	139	14	39	30	113	39	79	20	273
Eef1e1	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1
Eef1g	3	9	29	62	7	25	41	141	7	29	12	92	19	64	21	286
Eef2	47	191	423	980	25	332	670	1463	312	645	880	1178	595	977	597	3577
Eef2k	1	0	0	0	0	0	0	1	0	0	0	0	1	4	1	6
Eef2kmt	1	4	2	6	0	1	4	16	2	5	1	20	3	12	1	42
Eefsec	0	0	1	6	0	0	1	7	0	1	0	0	1	5	1	10
Eepd1	0	3	4	22	1	1	9	21	5	11	2	39	11	7	8	102
Efcab1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Efcab11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab12	0	1	0	1	2	0	0	0	1	0	0	0	4	39	0	4
Efcab14	2	0	0	0	0	0	0	0	2	0	0	1	0	0	1	4
Efcab15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab2	0	0	0	3	1	0	2	4	0	0	0	2	0	3	0	4
Efcab3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Efcab6	0	0	0	0	1	1	0	0	0	0	0	1	0	6	0	2
Efcab7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Efcab9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcc1	0	0	1	0	0	2	1	2	0	0	0	0	0	1	0	2
Efemp1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Efemp2	2	6	10	15	0	13	21	33	6	4	11	13	8	32	14	58
Efhb	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Efhc1	0	0	0	0	0	0	0	0	1	0	0	1	0	5	0	0
Efhc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efhd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efhd2	6	22	62	114	5	31	88	225	53	57	94	281	58	91	64	720
Efl1	0	1	0	4	0	1	2	8	0	3	1	6	1	5	0	18
Efna1	0	0	0	3	0	6	5	19	0	2	1	2	2	2	2	3
Efna2	0	0	1	1	0	1	2	0	1	0	1	3	0	1	1	1
Efna3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efna4	0	0	0	0	0	0	1	3	0	0	0	0	0	7	0	1
Efna5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Efnb1	0	23	13	19	1	71	86	176	6	13	12	15	11	61	32	50
Efnb2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1
Efnb3	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0
Efr3a	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	4
Efr3b	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2
Efs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eftud2	0	7	7	27	1	6	19	50	9	10	14	45	16	26	14	128
Egf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfem1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	10
Egfl6	0	1	0	2	0	0	0	2	2	0	0	0	0	0	0	0
Egfl7	9	50	28	72	32	251	239	639	9	19	15	25	24	186	42	62
Egfl8	0	4	8	11	2	2	29	28	12	6	9	48	5	6	7	16
Egflam	0	1	0	1	1	3	1	8	0	0	0	1	0	3	1	0
Egfr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln1	0	0	0	1	0	1	1	7	0	0	0	4	0	1	1	12
Egln2	5	24	33	65	5	40	58	129	45	49	67	81	65	113	43	176
Egln3	0	1	0	0	0	0	0	2	1	0	0	0	0	2	0	6
Egr1	3	9	10	17	2	16	16	75	2	5	5	18	7	57	5	113
Egr2	0	3	4	1	0	0	4	7	0	2	4	12	1	1	1	25
Egr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehbp1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Ehbp1l1	6	40	84	173	5	23	121	228	62	106	132	222	116	92	81	546
Ehd1	30	66	109	126	13	120	189	340	128	110	209	265	203	219	190	501
Ehd2	2	15	13	11	5	60	36	97	7	7	6	5	5	38	14	7
Ehd3	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0
Ehd4	2	0	2	10	3	8	8	8	3	3	2	8	6	6	2	46
Ehf	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehhadh	0	0	0	1	0	0	1	0	1	0	0	6	0	1	0	0
Ehmt1	0	0	2	3	0	2	5	5	1	2	0	8	2	5	1	21
Ehmt2	13	35	69	139	4	44	106	214	69	83	132	219	125	166	65	524
Ei24	0	1	0	1	1	2	7	13	1	1	2	10	0	1	1	40
Eid1	1	0	1	0	2	0	1	2	2	0	1	1	2	2	1	2
Eid2	0	1	0	0	0	0	1	2	1	3	0	3	1	3	0	9
Eid2b	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eid3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Eif1	3	19	35	84	7	37	47	178	21	36	43	127	40	102	25	447
Eif1a	0	5	1	2	3	2	2	1	1	0	2	3	1	1	1	8
Eif1ad	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eif1ax	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Eif1b	2	3	6	7	0	3	4	15	3	0	5	22	4	3	4	45
Eif2a	0	0	1	1	0	0	0	1	1	0	3	6	0	3	0	10
Eif2ak1	0	2	4	0	1	1	2	10	0	1	1	9	1	2	1	21
Eif2ak2	0	7	10	20	1	8	38	56	20	5	23	34	26	23	14	89
Eif2ak3	0	0	2	0	1	0	3	5	1	0	0	3	0	0	0	7
Eif2ak4	1	0	1	0	0	0	0	2	0	0	0	2	0	1	1	4
Eif2b1	0	1	1	6	0	2	4	12	2	3	1	7	2	1	2	31
Eif2b2	1	1	1	1	0	1	3	3	1	1	0	5	1	2	0	18
Eif2b3	0	2	2	1	0	0	0	5	1	2	0	3	0	1	1	10
Eif2b4	0	5	9	19	1	6	20	48	10	11	12	26	25	34	12	102
Eif2b5	0	5	5	24	0	4	4	24	5	9	8	13	14	25	2	70
Eif2c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2d	0	1	2	3	0	3	1	13	4	1	3	12	2	11	0	44
Eif2s1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s3x	1	0	2	4	0	1	3	9	0	0	6	2	2	0	0	8
Eif2s3y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3a	0	0	2	1	2	1	3	4	3	1	0	3	1	4	2	8
Eif3b	6	11	35	55	4	14	39	91	22	24	36	98	23	60	15	257
Eif3c	0	6	5	15	4	5	7	32	7	11	3	27	13	20	2	107
Eif3d	1	30	64	117	4	54	99	179	50	69	95	129	89	143	60	424
Eif3e	0	2	0	0	1	1	0	2	1	1	3	5	0	0	1	3
Eif3f	1	11	13	86	1	14	15	92	16	50	29	72	37	77	14	324
Eif3g	0	6	9	9	1	2	6	31	4	11	3	32	9	12	1	100
Eif3h	2	5	10	55	3	8	11	56	9	33	19	44	23	32	8	168
Eif3i	1	5	8	20	3	13	8	36	7	12	8	36	11	26	5	181
Eif3j1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3j2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3k	3	26	41	100	3	35	59	199	22	42	35	180	37	96	34	560
